UV_CACHE_DIR=.uv-cache uv run pytest tests/integration/cognition/test_persona_policy_quantitative.py -s --no-cov
============================= test session starts ==============================
platform darwin -- Python 3.12.13, pytest-8.4.2, pluggy-1.6.0
rootdir: /Users/cassia/Local/Code/iris_memory_core
configfile: pyproject.toml
plugins: cov-7.1.0, anyio-4.15.0
collected 2800 items

tests/integration/cognition/test_persona_policy_quantitative.py W03 locked/0: rejected by locked policy forbids Persona proposals; current unchanged
.W03 cooldown/34: rejected by cooldown is active; current unchanged
.W03 cooldown/35: accepted at boundary; one Current revision
.W03 cooldown/36: rejected by cooldown is active; current unchanged
.W03 cooldown/37: accepted at boundary; one Current revision
.W03 cooldown/38: rejected by cooldown is active; current unchanged
.W03 cooldown/39: accepted at boundary; one Current revision
.W03 cooldown/40: rejected by cooldown is active; current unchanged
.W03 cooldown/41: accepted at boundary; one Current revision
.W03 cooldown/42: rejected by cooldown is active; current unchanged
.W03 cooldown/43: accepted at boundary; one Current revision
.W03 cooldown/44: rejected by cooldown is active; current unchanged
.W03 cooldown/45: accepted at boundary; one Current revision
.W03 cooldown/46: rejected by cooldown is active; current unchanged
.W03 cooldown/47: accepted at boundary; one Current revision
.W03 cooldown/48: rejected by cooldown is active; current unchanged
.W03 cooldown/49: accepted at boundary; one Current revision
.W03 cooldown/50: rejected by cooldown is active; current unchanged
.W03 cooldown/51: accepted at boundary; one Current revision
.W03 cooldown/52: rejected by cooldown is active; current unchanged
.W03 cooldown/53: accepted at boundary; one Current revision
.W03 cooldown/54: rejected by cooldown is active; current unchanged
.W03 cooldown/55: accepted at boundary; one Current revision
.W03 cooldown/56: rejected by cooldown is active; current unchanged
.W03 cooldown/57: accepted at boundary; one Current revision
.W03 cooldown/58: rejected by cooldown is active; current unchanged
.W03 cooldown/59: accepted at boundary; one Current revision
.W03 cooldown/60: rejected by cooldown is active; current unchanged
.W03 cooldown/61: accepted at boundary; one Current revision
.W03 cooldown/62: rejected by cooldown is active; current unchanged
.W03 cooldown/63: accepted at boundary; one Current revision
.W03 cooldown/64: rejected by cooldown is active; current unchanged
.W03 cooldown/65: accepted at boundary; one Current revision
.W03 cooldown/66: rejected by cooldown is active; current unchanged
.W03 cooldown/67: accepted at boundary; one Current revision
.W03 cooldown/68: rejected by cooldown is active; current unchanged
.W03 cooldown/69: accepted at boundary; one Current revision
.W03 cooldown/70: rejected by cooldown is active; current unchanged
.W03 cooldown/71: accepted at boundary; one Current revision
.W03 cooldown/72: rejected by cooldown is active; current unchanged
.W03 cooldown/73: accepted at boundary; one Current revision
.W03 cooldown/74: rejected by cooldown is active; current unchanged
.W03 cooldown/75: accepted at boundary; one Current revision
.W03 cooldown/76: rejected by cooldown is active; current unchanged
.W03 cooldown/77: accepted at boundary; one Current revision
.W03 cooldown/78: rejected by cooldown is active; current unchanged
.W03 cooldown/79: accepted at boundary; one Current revision
.W03 cooldown/80: rejected by cooldown is active; current unchanged
.W03 cooldown/81: accepted at boundary; one Current revision
.W03 cooldown/82: rejected by cooldown is active; current unchanged
.W03 cooldown/83: accepted at boundary; one Current revision
.W03 cooldown/84: rejected by cooldown is active; current unchanged
.W03 cooldown/85: accepted at boundary; one Current revision
.W03 cooldown/86: rejected by cooldown is active; current unchanged
.W03 cooldown/87: accepted at boundary; one Current revision
.W03 cooldown/88: rejected by cooldown is active; current unchanged
.W03 cooldown/89: accepted at boundary; one Current revision
.W03 cooldown/90: rejected by cooldown is active; current unchanged
.W03 cooldown/91: accepted at boundary; one Current revision
.W03 cooldown/92: rejected by cooldown is active; current unchanged
.W03 cooldown/93: accepted at boundary; one Current revision
.W03 cooldown/94: rejected by cooldown is active; current unchanged
.W03 cooldown/95: accepted at boundary; one Current revision
.W03 cooldown/96: rejected by cooldown is active; current unchanged
.W03 cooldown/97: accepted at boundary; one Current revision
.W03 cooldown/98: rejected by cooldown is active; current unchanged
.W03 cooldown/99: accepted at boundary; one Current revision
.W03 cooldown/100: rejected by cooldown is active; current unchanged
.W03 cooldown/101: accepted at boundary; one Current revision
.W03 cooldown/102: rejected by cooldown is active; current unchanged
.W03 cooldown/103: accepted at boundary; one Current revision
.W03 cooldown/104: rejected by cooldown is active; current unchanged
.W03 cooldown/105: accepted at boundary; one Current revision
.W03 cooldown/106: rejected by cooldown is active; current unchanged
.W03 cooldown/107: accepted at boundary; one Current revision
.W03 cooldown/108: rejected by cooldown is active; current unchanged
.W03 cooldown/109: accepted at boundary; one Current revision
.W03 cooldown/110: rejected by cooldown is active; current unchanged
.W03 cooldown/111: accepted at boundary; one Current revision
.W03 cooldown/112: rejected by cooldown is active; current unchanged
.W03 cooldown/113: accepted at boundary; one Current revision
.W03 cooldown/114: rejected by cooldown is active; current unchanged
.W03 cooldown/115: accepted at boundary; one Current revision
.W03 cooldown/116: rejected by cooldown is active; current unchanged
.W03 cooldown/117: accepted at boundary; one Current revision
.W03 cooldown/118: rejected by cooldown is active; current unchanged
.W03 cooldown/119: accepted at boundary; one Current revision
.W03 cooldown/120: rejected by cooldown is active; current unchanged
.W03 cooldown/121: accepted at boundary; one Current revision
.W03 cooldown/122: rejected by cooldown is active; current unchanged
.W03 cooldown/123: accepted at boundary; one Current revision
.W03 cooldown/124: rejected by cooldown is active; current unchanged
.W03 cooldown/125: accepted at boundary; one Current revision
.W03 cooldown/126: rejected by cooldown is active; current unchanged
.W03 cooldown/127: accepted at boundary; one Current revision
.W03 cooldown/128: rejected by cooldown is active; current unchanged
.W03 cooldown/129: accepted at boundary; one Current revision
.W03 cooldown/130: rejected by cooldown is active; current unchanged
.W03 cooldown/131: accepted at boundary; one Current revision
.W03 cooldown/132: rejected by cooldown is active; current unchanged
.W03 cooldown/133: accepted at boundary; one Current revision
.W03 cooldown/134: rejected by cooldown is active; current unchanged
.W03 cooldown/135: accepted at boundary; one Current revision
.W03 cooldown/136: rejected by cooldown is active; current unchanged
.W03 cooldown/137: accepted at boundary; one Current revision
.W03 cooldown/138: rejected by cooldown is active; current unchanged
.W03 cooldown/139: accepted at boundary; one Current revision
.W03 cooldown/140: rejected by cooldown is active; current unchanged
.W03 cooldown/141: accepted at boundary; one Current revision
.W03 cooldown/142: rejected by cooldown is active; current unchanged
.W03 cooldown/143: accepted at boundary; one Current revision
.W03 cooldown/144: rejected by cooldown is active; current unchanged
.W03 cooldown/145: accepted at boundary; one Current revision
.W03 cooldown/146: rejected by cooldown is active; current unchanged
.W03 cooldown/147: accepted at boundary; one Current revision
.W03 cooldown/148: rejected by cooldown is active; current unchanged
.W03 cooldown/149: accepted at boundary; one Current revision
.W03 cooldown/150: rejected by cooldown is active; current unchanged
.W03 cooldown/151: accepted at boundary; one Current revision
.W03 cooldown/152: rejected by cooldown is active; current unchanged
.W03 cooldown/153: accepted at boundary; one Current revision
.W03 cooldown/154: rejected by cooldown is active; current unchanged
.W03 cooldown/155: accepted at boundary; one Current revision
.W03 cooldown/156: rejected by cooldown is active; current unchanged
.W03 cooldown/157: accepted at boundary; one Current revision
.W03 cooldown/158: rejected by cooldown is active; current unchanged
.W03 cooldown/159: accepted at boundary; one Current revision
.W03 cooldown/160: rejected by cooldown is active; current unchanged
.W03 cooldown/161: accepted at boundary; one Current revision
.W03 cooldown/162: rejected by cooldown is active; current unchanged
.W03 cooldown/163: accepted at boundary; one Current revision
.W03 cooldown/164: rejected by cooldown is active; current unchanged
.W03 cooldown/165: accepted at boundary; one Current revision
.W03 cooldown/166: rejected by cooldown is active; current unchanged
.W03 cooldown/167: accepted at boundary; one Current revision
.W03 cooldown/168: rejected by cooldown is active; current unchanged
.W03 cooldown/169: accepted at boundary; one Current revision
.W03 cooldown/170: rejected by cooldown is active; current unchanged
.W03 cooldown/171: accepted at boundary; one Current revision
.W03 cooldown/172: rejected by cooldown is active; current unchanged
.W03 cooldown/173: accepted at boundary; one Current revision
.W03 cooldown/174: rejected by cooldown is active; current unchanged
.W03 cooldown/175: accepted at boundary; one Current revision
.W03 cooldown/176: rejected by cooldown is active; current unchanged
.W03 cooldown/177: accepted at boundary; one Current revision
.W03 cooldown/178: rejected by cooldown is active; current unchanged
.W03 cooldown/179: accepted at boundary; one Current revision
.W03 cooldown/180: rejected by cooldown is active; current unchanged
